Removed Pin From Net: NetName=-5 Pin=C7-2
Removed Pin From Net: NetName=PWM65KHz_180 Pin=CN2-66
Removed Pin From Net: NetName=NetC6_1 Pin=R9-1
Removed Pin From Net: NetName=Guard Pin=R9-2
Removed Pin From Net: NetName=NetC5_1 Pin=R10-1
Removed Pin From Net: NetName=NetC8_2 Pin=R11-2
Removed Pin From Net: NetName=PWM65KHz_180 Pin=R22-1
Removed Pin From Net: NetName=Top Force Plate Force Pin=R46-2
Removed Pin From Net: NetName=GND Pin=R47-1
Removed Pin From Net: NetName=Bottom Force Plate Force Pin=R48-2
Removed Pin From Net: NetName=GND Pin=R49-1
Removed Pin From Net: NetName=NetR8_2 Pin=U4-2
Removed Pin From Net: NetName=NetC6_2 Pin=U4-3
Removed Pin From Net: NetName=Beam_In Pin=U4-5
Removed Pin From Net: NetName=NetC6_1 Pin=U4-6
Removed Pin From Net: NetName=NetC6_1 Pin=U4-7
Removed Member From Class: ClassName=CT Member=R10
Removed Member From Class: ClassName=CT Member=R11
Removed Member From Class: ClassName=CT Member=R46
Removed Member From Class: ClassName=CT Member=R47
Removed Member From Class: ClassName=CT Member=R48
Removed Member From Class: ClassName=CT Member=R49
Change Component Footprint: Designator=C2 Old Footprint=CAPC0805(2012)75_L New Footprint=CAPC0402(1005)60_L
Change Component Comment : Designator=R14 Old Comment= New Comment=2.2M
Change Component Comment : Designator=R12 Old Comment= New Comment=47.5k
Change Component Comment : Designator=R8 Old Comment= New Comment=301k
Change Component Comment : Designator=R13 Old Comment= New Comment=475k
Change Component Comment : Designator=C2 Old Comment=.1uF New Comment=0.1uF
Change Component Comment : Designator=R1 Old Comment=10k 1% 0402(1005) New Comment=10k
Change Component Comment : Designator=R4 Old Comment=10k 1% 0402(1005) New Comment=10k
Change Component Comment : Designator=R2 Old Comment=100k 1% 0402(1005) New Comment=100k
Change Component Comment : Designator=R6 Old Comment=100k 1% 0402(1005) New Comment=100k
Change Component Comment : Designator=R3 Old Comment=100 1% 0402(1005) New Comment=100
Change Component Comment : Designator=R7 Old Comment=100 1% 0402(1005) New Comment=100
Change component parameters: Designator = "J1"; Footprint = "FCS8-10-01-X-S-A"; UniqueID = "\YSBPIHTH"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "http://cloud.samtec.com/catalog_english/fcs8.pdf?src-supplier=Avnet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "http://cloud.samtec.com/catalog_english/fcs8.pdf?src-supplier=Avnet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Connector Type"; Value = "Receptacle"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Plating"; Value = "Gold"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "CREATED"; Value = "31 NOV 2013 - WENDY XIN"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Features"; Value = "Shielded"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Samtec"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "FCS8-10-01-L-S-A-TR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Positions"; Value = "10"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pricing 1"; Value = "1=4.29000, 10=4.11800, 25=3.77520, 50=3.60360, 100=3.43200 (USD)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "RoHS"; Value = "Yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Stock 1"; Value = "500"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "SAM14929CT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Termination"; Value = "Solder"; VariantName = "[No Variations]"
Change component parameters: Designator = "C2"; Footprint = "CAPC0402(1005)60_L"; UniqueID = "\AUCXTQAL"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Applications"; Value = "General Purpose"; VariantName = "[No Variations]"
